"","movies","genres"
"38804","Quadrophenia (1979)","Drama|Musical"
"38807","SpaceCamp (1986)","Adventure|Sci-Fi"
"38810","Don't Say a Word (2001)","Thriller"
"38812","Hearts in Atlantis (2001)","Drama"
"38814","Zoolander (2001)","Comedy"
"38830","Go Figure (Va savoir) (2001)","Comedy|Drama|Romance"
"38831","Joy Ride (2001)","Adventure|Thriller"
"38834","Serendipity (2001)","Comedy|Romance"
"38840","Grateful Dawg (2000)","Documentary"
"38841","Big Red One, The (1980)","Action|Adventure|Drama|War"
"38842","Changeling, The (1980)","Horror|Mystery|Thriller"
"38843","Coal Miner's Daughter (1980)","Drama"
"38845","Cruising (1980)","Crime|Drama|Thriller"
"38846","D.O.A. (1980)","Documentary"
"38847","Death Ship (1980)","Horror"
"38848","Last Metro, The (Dernier métro, Le) (1980)","Drama|Romance"
"38849","Divine Madness! (1980)","Comedy"
"38850","Dogs of War, The (1980)","Drama|War"
"38851","Bandits (2001)","Comedy|Crime|Romance"
"38857","Corky Romano (2001)","Comedy|Crime"
"38858","Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau) (1993)","Action|Comedy"
"38861","Fat Girl (À ma soeur!) (2001)","Drama"
"38862","Mulholland Drive (2001)","Crime|Drama|Film-Noir|Mystery|Thriller"
"38883","My First Mister (2001)","Comedy|Drama"
"38884","Spriggan (Supurigan) (1998)","Action|Animation|Sci-Fi"
"38886","Things Behind the Sun (2001)","Drama"
"38887","Brannigan (1975)","Action"
"38888","Dirty Harry (1971)","Action|Crime|Thriller"
"38895","Fiddler on the Roof (1971)","Drama|Musical"
"38904","Making the Grade (1984)","Comedy"
"38905","Not Without My Daughter (1991)","Drama"
"38907","From Hell (2001)","Crime|Horror|Mystery|Thriller"
"38916","Last Castle, The (2001)","Action"
"38923","Riding in Cars with Boys (2001)","Comedy|Drama"
"38926","Bangkok Dangerous (2000)","Action|Crime|Romance"
"38928","Focus (2001)","Drama"
"38929","Waking Life (2001)","Animation|Drama|Fantasy"
"38933","K-PAX (2001)","Drama|Fantasy|Mystery|Sci-Fi"
"38948","Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001)","Horror|Thriller"
"38953","Donnie Darko (2001)","Drama|Mystery|Sci-Fi|Thriller"
"39001","Life as a House (2001)","Drama"
"39008","Man Who Wasn't There, The (2001)","Crime|Drama"
"39014","Trembling Before G-d (2001)","Documentary"
"39016","Monsters, Inc. (2001)","Adventure|Animation|Children|Comedy|Fantasy"
"39075","One, The (2001)","Action|Sci-Fi|Thriller"
"39085","Tape (2001)","Drama"
"39086","Heist (2001)","Crime|Drama"
"39091","Shallow Hal (2001)","Comedy|Fantasy|Romance"
"39098","Timerider: The Adventure of Lyle Swann (1982)","Action|Adventure|Sci-Fi|Western"
"39099","Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)","Adventure|Children|Fantasy"
"39140","Black Knight (2001)","Adventure|Comedy|Fantasy"
"39143","Out Cold (2001)","Comedy"
"39145","Spy Game (2001)","Action|Crime|Drama|Thriller"
"39155","Devil's Backbone, The (Espinazo del diablo, El) (2001)","Drama|Fantasy|Horror|Thriller|War"
"39158","In the Bedroom (2001)","Drama"
"39163","Incredible Shrinking Woman, The (1981)","Comedy|Sci-Fi"
"39164","Jabberwocky (1977)","Adventure|Comedy|Fantasy"
"39166","Funny Girl (1968)","Drama|Musical|Romance"
"39167","Breathless (À bout de souffle) (1960)","Crime|Drama|Romance"
"39171","Beastmaster, The (1982)","Action|Adventure|Fantasy"
"39173","Young Lions, The (1958)","Drama|War"
"39174","Subway (1985)","Crime|Drama|Romance|Thriller"
"39175","Now, Voyager (1942)","Drama|Romance"
"39177","Little Women (1933)","Drama|Romance"
"39180","Cheap Detective, The (1978)","Comedy"
"39181","That Obscure Object of Desire (Cet obscur objet du désir) (1977)","Drama"
"39183","Toy, The (1982)","Comedy"
"39186","Funeral in Berlin (1966)","Action|Drama|Thriller"
"39187","Dressed to Kill (1980)","Mystery|Thriller"
"39189","Earthling, The (1980)","Adventure|Drama"
"39190","Fame (1980)","Drama|Musical"
"39193","Final Countdown, The (1980)","Action|Sci-Fi"
"39195","Flash Gordon (1980)","Action|Adventure|Sci-Fi"
"39199","At the Earth's Core (1976)","Adventure|Sci-Fi"
"39200","Eye for an Eye, An (1981)","Action|Crime|Thriller"
"39201","Gauntlet, The (1977)","Action"
"39202","Lone Wolf McQuade (1983)","Action"
"39203","Lord of the Flies (1990)","Adventure|Drama|Thriller"
"39205","Ocean's Eleven (a.k.a. Ocean's 11) (1960)","Comedy|Crime"
"39210","Sicilian, The (1987)","Crime|Drama"
"39211","Stunt Man, The (1980)","Action|Adventure|Comedy|Drama|Romance|Thriller"
"39213","Sudden Impact (1983)","Crime|Thriller"
"39214","Behind Enemy Lines (2001)","Action|Drama|War"
"39225","Independent, The (2000)","Comedy"
"39226","Pornstar: The Legend of Ron Jeremy (2001)","Documentary"
"39227","Ocean's Eleven (2001)","Crime|Thriller"
"39279","Business of Strangers, The (2001)","Action|Drama|Thriller"
"39280","Incredible Shrinking Man, The (1957)","Sci-Fi|Thriller"
"39281","No Man's Land (2001)","Drama|War"
"39285","Blue Angel, The (Blaue Engel, Der) (1930)","Drama"
"39290","Moscow on the Hudson (1984)","Comedy|Drama"
"39291","Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)","Comedy|Romance"
"39349","Not Another Teen Movie (2001)","Comedy"
"39358","Vanilla Sky (2001)","Mystery|Romance|Sci-Fi|Thriller"
"39374","Iris (2001)","Drama"
"39375","Lantana (2001)","Drama|Mystery|Thriller"
"39379","Royal Tenenbaums, The (2001)","Comedy|Drama"
"39409","Bill & Ted's Bogus Journey (1991)","Adventure|Comedy|Fantasy|Sci-Fi"
"39413","Crawling Eye, The (a.k.a. Trollenberg Terror, The) (1958)","Horror|Sci-Fi"
"39415","Sheena (1984)","Action|Adventure|Fantasy"
"39416","Spacehunter: Adventures in the Forbidden Zone (1983)","Sci-Fi"
"39417","How High (2001)","Comedy"
"39418","Jimmy Neutron: Boy Genius (2001)","Adventure|Animation|Children|Comedy"
"39421","Joe Somebody (2001)","Comedy|Drama|Romance"
"39422","Kate & Leopold (2001)","Comedy|Romance"
"39431","Lord of the Rings: The Fellowship of the Ring, The (2001)","Adventure|Fantasy"
"39521","Majestic, The (2001)","Comedy|Drama|Romance"
"39529","Beautiful Mind, A (2001)","Drama|Romance"
"39587","Defiant Ones, The (1958)","Adventure|Crime|Drama|Thriller"
"39589","Fritz the Cat (1972)","Animation"
"39591","Nine Lives of Fritz the Cat, The (1974)","Animation"
"39592","Party, The (1968)","Comedy"
"39594","Witness for the Prosecution (1957)","Drama|Mystery|Thriller"
"39596","Ali (2001)","Drama"
"39601","Black Hawk Down (2001)","Action|Drama|War"
"39626","Yentl (1983)","Drama|Musical|Romance"
"39627","Gosford Park (2001)","Comedy|Drama|Mystery"
"39638","I Am Sam (2001)","Drama"
"39646","Monster's Ball (2001)","Drama|Romance"
"39655","Shipping News, The (2001)","Drama"
"39658","Big Heat, The (1953)","Drama|Film-Noir"
"39660","Silent Trigger (1996)","Action|Drama"
"39661","Murder by Death (1976)","Comedy|Crime|Mystery|Thriller"
"39663","Waterdance, The (1992)","Drama"
"39664","Come Undone (Presque Rien) (2000)","Drama|Romance"
"39665","Orange County (2002)","Comedy"
"39668","Brotherhood of the Wolf (Pacte des loups, Le) (2001)","Action|Mystery|Thriller"
"39672","Another 48 Hrs. (1990)","Action|Comedy|Crime|Drama|Thriller"
"39676","What Time Is It There? (Ni neibian jidian) (2001)","Drama"
"39677","China Moon (1994)","Thriller"
"39679","Good Wife, The (1987)","Drama"
"39680","Russia House, The (1990)","Drama|Thriller"
"39681","Truly, Madly, Deeply (1991)","Drama|Romance"
"39682","California Suite (1978)","Comedy"
"39683","Flight of Dragons, The (1982)","Adventure|Animation|Children|Drama|Fantasy"
"39685","Dragonslayer (1981)","Action|Adventure|Fantasy"
"39689","Conan the Destroyer (1984)","Action|Adventure|Fantasy"
"39694","Impostor (2002)","Action|Drama|Sci-Fi|Thriller"
"39696","Kung Pow: Enter the Fist (2002)","Action|Comedy"
"39700","Snow Dogs (2002)","Adventure|Children|Comedy"
"39701","48 Hrs. (1982)","Action|Comedy|Crime|Drama"
"39708","Italian for Beginners (Italiensk for begyndere) (2000)","Comedy|Drama|Romance"
"39713","Blankman (1994)","Comedy"
"39714","Brainstorm (1983)","Sci-Fi|Thriller"
"39718","Dragon: The Bruce Lee Story (1993)","Action|Drama"
"39719","M*A*S*H (a.k.a. MASH) (1970)","Comedy|Drama|War"
"39745","Mrs. Soffel (1984)","Drama|Romance"
"39746","Seconds (1966)","Mystery|Sci-Fi|Thriller"
"39747","One-Eyed Jacks (1961)","Western"
"39748","The Count of Monte Cristo (2002)","Action|Adventure|Drama|Romance|Thriller"
"39763","Mothman Prophecies, The (2002)","Drama|Fantasy|Horror|Mystery|Thriller"
"39770","Walk to Remember, A (2002)","Drama|Romance"
"39776","American Adobo (2000)","Comedy"
"39777","Escaflowne: The Movie (Escaflowne) (2000)","Action|Adventure|Animation|Drama|Fantasy"
"39780","Metropolis (2001)","Animation|Sci-Fi"
"39782","Son's Room, The (Stanza del figlio, La) (2001)","Drama"
"39783","Storytelling (2001)","Comedy|Drama"
"39784","Cousins (1989)","Comedy|Romance"
"39785","Slackers (2002)","Comedy"
"39786","Birthday Girl (2001)","Drama|Romance"
"39787","Big Fat Liar (2002)","Children|Comedy"
"39788","Collateral Damage (2002)","Action|Thriller"
"39792","Rollerball (2002)","Action|Sci-Fi"
"39794","Baby's Day Out (1994)","Comedy"
"39796","Heidi (1937)","Children|Drama"
"39797","Man Who Loved Women, The (1983)","Comedy"
"39798","Richard Pryor Here and Now (1983)","Comedy|Documentary"
"39799","Rookie of the Year (1993)","Comedy|Fantasy"
"39800","Sandlot, The (1993)","Children|Comedy|Drama"
"39804","Don't Look Now (1973)","Drama|Horror|Thriller"
"39805","Crossroads (2002)","Comedy|Musical|Romance"
"39808","Hart's War (2002)","Drama|War"
"39811","John Q (2002)","Crime|Drama|Thriller"
"39812","Return to Never Land (2002)","Adventure|Animation|Children"
"39813","Super Troopers (2001)","Comedy|Crime|Mystery"
"39822","Good Son, The (1993)","Drama|Thriller"
"39823","Bad and the Beautiful, The (1952)","Drama"
"39824","Sleuth (1972)","Comedy|Mystery|Thriller"
"39827","Used Cars (1980)","Comedy"
"39828","Dragonfly (2002)","Drama|Fantasy|Mystery|Romance|Thriller"
"39830","Queen of the Damned (2002)","Fantasy|Horror"
"39834","How to Kill Your Neighbor's Dog (2000)","Comedy|Drama"
"39835","Mean Machine (2001)","Comedy|Drama"
"39836","Monsoon Wedding (2001)","Comedy|Romance"
"39842","Bad News Bears, The (1976)","Comedy"
"39844","Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000)","Animation|Fantasy|Horror|Sci-Fi"
"39849","Wild Strawberries (Smultronstället) (1957)","Drama"
"39852","40 Days and 40 Nights (2002)","Comedy|Romance"
"39857","We Were Soldiers (2002)","Action|Drama|War"
"39867","Big Bird Cage, The (1972)","Action"
"39868","Cross Creek (1983)","Drama"
"39869","Ferngully: The Last Rainforest (1992)","Animation|Children|Comedy|Musical"
"39874","Intersection (1994)","Drama|Romance"
"39875","Jo Jo Dancer, Your Life is Calling (1986)","Drama"
"39876","My Favorite Brunette (1947)","Comedy|Mystery"
"39877","Time Machine, The (2002)","Action|Adventure|Sci-Fi"
"39887","Magnificent Ambersons, The (1942)","Drama|Romance"
"39888","Gloria (1980)","Drama|Thriller"
"39889","He Knows You're Alone (a.k.a. Blood Wedding) (1980)","Horror|Thriller"
"39890","Heaven's Gate (1980)","Western"
"39891","Honeysuckle Rose (a.k.a. On the Road Again) (1980)","Drama|Romance"
"39892","Hopscotch (1980)","Comedy"
"39893","Inside Moves (1980)","Drama"
"39894","Island, The (1980)","Adventure|Horror|Thriller"
"39895","Jazz Singer, The (1980)","Musical"
"39896","Lion of the Desert (1980)","War"
"39897","Little Darlings (1980)","Drama"
"39898","Long Riders, The (1980)","Western"
"39900","Man Who Saw Tomorrow, The (1980)","Documentary"
"39901","Mountain Men, The (1980)","Adventure|Western"
"39902","Ninth Configuration, The (a.k.a. Twinkle, Twinkle, Killer Kane) (1980)","Drama|War"
"39903","Octagon, The (1980)","Action"
"39905","Oh, God! Book II (1980)","Comedy"
"39907","Oh, God! (1977)","Comedy|Fantasy"
"39908","Super Fuzz (a.k.a. Super Snooper) (Poliziotto superpiù) (1980)","Action|Comedy|Sci-Fi"
"39909","Ice Age (2002)","Adventure|Animation|Children|Comedy"
"39937","Resident Evil (2002)","Action|Horror|Sci-Fi|Thriller"
"39944","Showtime (2002)","Action|Comedy"
"39950","Kissing Jessica Stein (2001)","Comedy|Romance"
"39955","Promises (2001)","Documentary"
"39957","And Your Mother Too (Y tu mamá también) (2001)","Drama|Romance"
"39972","All the Right Moves (1983)","Drama|Romance"
"39973","Road to Singapore (1940)","Comedy|Musical"
"39975","Split Second (1992)","Action|Sci-Fi|Thriller"
"39976","Taps (1981)","Drama"
"39977","Running Scared (1980)","Action|Drama"
"39978","Shogun Assassin (1980)","Action|Adventure"
"39979","Smokey and the Bandit II (1980)","Action|Comedy"
"39982","Smokey and the Bandit (1977)","Action|Comedy"
"39983","Smokey and the Bandit III (1983)","Action|Comedy"
"39984","Stir Crazy (1980)","Comedy"
"39985","Blade II (2002)","Action|Horror|Thriller"
"39995","Sorority Boys (2002)","Comedy"
"39996","Death to Smoochy (2002)","Comedy|Crime|Drama"
"40000","Panic Room (2002)","Thriller"
"40014","Rookie, The (2002)","Drama"
"40021","Piano Teacher, The (La pianiste) (2001)","Drama"
"40025","Time Out (L'emploi du temps) (2001)","Drama"
"40026","Boxcar Bertha (1972)","Drama"
"40027","High Crimes (2002)","Thriller"
"40028","National Lampoon's Van Wilder (2002)","Comedy"
"40040","Crush (2001)","Comedy|Romance"
"40041","Atomic Cafe, The (1982)","Documentary|War"
"40043","Body and Soul (1947)","Drama|Film-Noir"
"40044","Rashomon (Rashômon) (1950)","Crime|Drama|Mystery"
"40055","Slap Shot (1977)","Comedy"
"40058","Changing Lanes (2002)","Drama|Thriller"
"40061","Frailty (2001)","Crime|Drama|Thriller"
"40066","Sweetest Thing, The (2002)","Comedy|Romance"
"40071","Human Nature (2001)","Comedy|Romance"
"40072","My Big Fat Greek Wedding (2002)","Comedy|Romance"
"40103","Bite the Bullet (1975)","Action|Adventure|Western"
"40104","Joe Versus the Volcano (1990)","Comedy|Romance"
"40110","Taking Care of Business (1990)","Comedy"
"40111","Three Men and a Baby (1987)","Comedy"
"40117","Three Men and a Little Lady (1990)","Comedy|Romance"
"40121","Transylvania 6-5000 (1985)","Comedy|Horror"
"40122","Watcher in the Woods, The (1980)","Children|Horror|Mystery|Thriller"
"40123","Murder by Numbers (2002)","Crime|Thriller"
"40124","Scorpion King, The (2002)","Action|Adventure|Fantasy"
"40135","Enigma (2001)","Romance|Thriller"
"40136","Nine Queens (Nueve reinas) (2000)","Crime|Thriller"
"40139","Jason X (2002)","Horror|Sci-Fi|Thriller"
"40142","Life or Something Like It (2002)","Comedy|Romance"
"40144","Dogtown and Z-Boyz (2001)","Documentary"
"40146","Salton Sea, The (2002)","Crime|Drama|Thriller"
"40148","Bob le Flambeur (1955)","Crime|Drama"
"40149","Delirious (1991)","Comedy"
"40150","Husbands and Wives (1992)","Comedy|Drama"
"40151","Joe (1970)","Drama"
"40152","Lenny (1974)","Drama"
"40153","Thief of Hearts (1984)","Drama|Thriller"
"40154","Spider-Man (2002)","Action|Adventure|Sci-Fi|Thriller"
"40207","Cactus Flower (1969)","Comedy"
"40208","Iron Will (1994)","Adventure"
"40209","Mountains of the Moon (1990)","Adventure"
"40210","Survivors, The (1983)","Comedy"
"40211","White Fang (1991)","Adventure"
"40212","White Fang 2: Myth of the White Wolf (1994)","Adventure|Children"
"40213","New Guy, The (2002)","Comedy"
"40215","Unfaithful (2002)","Drama|Thriller"
"40219","Whore (1991)","Drama"
"40220","My Beautiful Laundrette (1985)","Drama|Romance"
"40221","About a Boy (2002)","Comedy|Drama|Romance"
"40242","Star Wars: Episode II - Attack of the Clones (2002)","Action|Adventure|Sci-Fi|IMAX"
"40281","Importance of Being Earnest, The (2002)","Comedy|Drama|Romance"
"40288","Every Which Way But Loose (1978)","Comedy"
"40289","Hound of the Baskervilles, The (1959)","Crime|Horror|Mystery"
"40290","Last Waltz, The (1978)","Documentary"
"40291","Insomnia (2002)","Action|Crime|Drama|Mystery|Thriller"
"40303","Spirit: Stallion of the Cimarron (2002)","Adventure|Animation|Children|Western"
"40305","Thirteen Conversations About One Thing (a.k.a. 13 Conversations) (2001)","Drama"
"40308","Monkey Business (1952)","Comedy|Sci-Fi"
"40310","Requiem for a Heavyweight (1962)","Drama"
"40311","River of No Return (1954)","Adventure|Western"
"40312","Sum of All Fears, The (2002)","Drama|Thriller"
"40321","Undercover Brother (2002)","Comedy"
"40324","84 Charing Cross Road (1987)","Drama|Romance"
"40325","Desert Rats, The (1953)","Drama|War"
"40327","Silent Running (1972)","Drama|Sci-Fi"
"40329","Villain, The (1979)","Comedy|Western"
"40330","Bad Company (2002)","Action|Comedy|Crime"
"40332","Divine Secrets of the Ya-Ya Sisterhood (2002)","Comedy|Drama"
"40335","Bourne Identity, The (2002)","Action|Mystery|Thriller"
"40374","Scooby-Doo (2002)","Adventure|Children|Comedy|Fantasy|Mystery"
"40376","Windtalkers (2002)","Action|Drama|War"
"40378","Dangerous Lives of Altar Boys, The (2002)","Drama"
"40380","Gangster No. 1 (2000)","Action|Crime|Thriller"
"40381","Dark Blue World (Tmavomodrý svet) (2001)","Drama|War"
"40382","Bad Company (1972)","Western"
"40383","Caveman (1981)","Comedy"
"40384","Cheech & Chong's The Corsican Brothers (1984)","Comedy"
"40385","Five Card Stud (a.k.a. 5 Card Stud) (1968)","Mystery|Western"
"40386","Goin' South (1978)","Comedy|Western"
"40387","Hero and the Terror (1988)","Action|Crime"
"40388","Silver Bullet (Stephen King's Silver Bullet) (1985)","Adventure|Drama|Horror|Mystery|Thriller"
"40389","Sorry, Wrong Number (1948)","Drama|Film-Noir|Thriller"
"40390","Hombre (1967)","Western"
"40391","Manhattan Project, The (1986)","Comedy|Sci-Fi|Thriller"
"40393","Men at Work (1990)","Action|Comedy"
"40394","S.O.B. (1981)","Comedy"
"40395","V. I. Warshawski (1991)","Action|Comedy|Crime"
"40396","Juwanna Mann (2002)","Comedy"
"40397","Lilo & Stitch (2002)","Adventure|Animation|Children|Sci-Fi"
"40412","Minority Report (2002)","Action|Crime|Mystery|Sci-Fi|Thriller"
"40463","Rabbit-Proof Fence (2002)","Adventure|Drama"
"40469","Mr. Deeds (2002)","Comedy|Romance"
"40478","Lovely & Amazing (2001)","Comedy|Drama|Romance"
"40479","Look Who's Talking Now (1993)","Children|Comedy|Romance"
"40483","Lost in Yonkers (1993)","Comedy|Drama"
"40484","Object of Beauty, The (1991)","Comedy|Drama"
"40485","Wagons East (1994)","Comedy|Western"
"40486","Like Mike (2002)","Children|Comedy|Fantasy"
"40488","Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002)","Action|Comedy|Sci-Fi"
"40507","Reign of Fire (2002)","Action|Adventure|Fantasy"
"40515","Road to Perdition (2002)","Crime|Drama"
"40532","My Wife is an Actress (Ma Femme est une Actrice) (2001)","Comedy|Drama|Romance"
"40533","The Importance of Being Earnest (1952)","Comedy|Romance"
"40536","Perfect (1985)","Drama|Romance"
"40537","1776 (1972)","Children|Drama|Musical"
"40538","Z (1969)","Drama|Mystery|Thriller"
"40539","Halloween: Resurrection (Halloween 8) (2002)","Horror|Thriller"
"40540","Sex and Lucia (Lucía y el sexo) (2001)","Drama|Romance"
